earningsPerShare,hqzqdm,income,netAssets,netAssetsPerShare,netAssetsYield,netProfit,noDistributeProfit,nonDistributeProfit,profit,totalAssets,totalLiability
0.07,831294,null,null,2.43,0.0245,4378132.70,,59556368.63,5599266.90,285917332.22,124495025.22
0.10,835063,null,null,1.33,0.0766,3947031.67,,10744872.41,5258126.91,111747157.40,54674581.81
0.05,839323,null,null,1.47,0.0350,2065202.54,,6346153.92,2602339.11,86249674.01,26245207.30
-0.08,835539,null,null,1.69,-0.0396,-1976377.01,,16901184.77,-2145174.14,77033188.53,21361108.67
0.12,832602,null,null,3.16,0.0079,null,,null,null,385848468.59,106224870.15
-0.03,831486,null,null,2.27,-0.0169,-3467553.42,,34940985.73,-4593507.63,327096280.94,82429728.26
null,832075,null,null,null,null,null,,null,null,null,null
0.11,832657,null,null,5.83,0.0150,7942943.36,,188391443.85,9527581.18,1405556590.65,959714375.64
0.05,831355,null,null,2.09,0.0312,5177648.82,,41824351.98,6273199.87,261513910.55,54513682.85
0.19,833833,null,null,1.76,0.1110,9577921.11,,30570207.66,11085677.61,156802405.61,67153074.98
null,430080,null,null,null,null,null,,null,null,null,null
0.04,835757,null,null,1.76,0.0224,1345171.60,,6106976.47,2088187.71,108681150.45,52419534.09
0.09,832069,null,null,1.43,0.0619,1434364.52,,4321829.65,1598644.15,49398751.26,27826857.64
-0.04,833616,null,null,2.57,-0.0132,-2305342.05,,30063057.75,-3875473.44,195641233.87,31993098.80
0.07,834214,null,null,2.08,0.0278,89117498.29,,-82561265.58,9089672.86,2811307098.50,196624991.27
0.15,831193,null,null,4.18,0.0396,7609232.56,,51998091.47,7964579.19,312496917.05,38624552.06
-0.04,832767,null,null,0.79,-0.0462,-1077592.15,,-8341438.10,-1077592.15,32436183.52,9665055.11
null,834141,null,null,null,null,null,,null,null,null,null
0.14,832638,null,null,1.87,0.0654,11093588.23,,36697285.64,12550126.35,151218744.88,20647292.21
0.25,832149,null,null,2.77,0.0446,38274987.57,,189367180.74,42137191.39,1161765001.69,733205431.51
null,832773,null,null,null,null,null,,null,null,null,null
0.04,430374,null,null,2.99,0.0133,2201069.72,,58830829.15,2674285.14,183933675.65,19478217.83
0.34,838506,null,null,3.14,0.1039,9934431.60,,25179979.96,12378821.11,183633169.46,88069437.93
0.05,833827,null,null,1.32,0.0400,4784583.13,,23672416.53,6158472.20,194851378.94,72678847.68
0.35,834735,null,null,2.71,0.1320,14931360.54,,35714991.76,17348417.72,176779198.02,61572694.48
0.05,871311,null,null,1.31,0.0391,4802447.20,,24034953.92,5064248.78,294109446.16,171709155.06
0.17,430140,null,null,3.32,0.0998,27715971.56,,106683071.33,31007719.54,349473853.06,62322847.85
0.23,833742,null,null,2.97,0.0743,15034798.34,,40787851.89,17352444.24,211799469.23,19621261.17
0.20,833374,null,null,2.08,0.0567,30454492.35,,121805412.22,44079852.45,1209651245.47,885033037.37
null,871912,null,null,null,null,null,,null,null,null,null
0.39,831278,null,null,2.25,0.1742,21611902.39,,48467300.63,25092767.24,233228420.00,109266096.52
0.13,834506,null,null,2.54,0.0506,14746571.78,,52099614.90,17454033.91,543092155.24,242865892.76
0.09,834507,null,null,3.99,0.0215,7871878.95,,87709457.24,9536372.62,461156991.03,104017209.83
0.23,830793,null,null,3.71,0.0296,10070662.94,,75812025.56,10425819.37,330727340.76,50238419.42
null,832367,null,null,null,null,null,,39787321.02,null,330560569.80,66347145.11
0.05,832597,null,null,1.21,0.0387,4853558.80,,12984367.71,5022483.52,293968102.64,163590474.35
0.08,430486,null,null,2.78,0.0225,1616553.28,,33059852.90,1166941.56,137801073.98,33661291.56
-0.30,831698,null,null,2.24,-0.1204,-24985360.12,,25131692.46,-25587568.23,316517591.62,127194266.29
-0.01,832183,null,null,1.29,-0.8200,-492862.68,,-416809.63,-630184.04,58073884.66,15530396.61
0.03,430323,null,null,1.53,0.0155,2436960.32,,2207949.51,2324118.53,215380617.08,58321938.02
-0.06,833901,null,null,1.42,-0.0510,-3594519.64,,5838635.40,-4587593.07,110218286.99,24913558.35
null,430356,null,null,null,null,null,,79426374.33,null,287109736.90,135674763.87
null,831187,null,null,null,null,null,,null,null,null,null
0.11,831887,null,null,null,0.0759,null,,null,null,null,null
0.23,836027,null,null,1.84,0.1324,14287521.70,,38326286.49,16375692.47,183188907.49,63706973.51
null,833682,null,null,null,null,null,,null,null,null,null
0.25,831015,null,null,3.78,0.0688,14738834.44,,43543648.90,16513855.61,259091132.10,33006475.31
0.20,430054,null,null,1.73,0.1225,15703157.78,,54940504.19,20218576.29,180980253.13,44118886.76
null,832458,null,null,null,null,null,,null,null,null,null
null,831378,null,null,null,null,null,,null,null,null,218228680.07
-0.06,430179,null,null,1.23,-0.0225,-1809241.00,,2895935.07,-783753.00,63924857.72,28838212.62
null,831072,null,null,2.07,null,null,,null,null,157951759.72,52278684.99
0.34,830833,null,null,2.33,0.1548,20664392.45,,52515937.32,23460148.90,161392263.59,21504345.46
-0.10,430465,null,null,3.16,-0.0380,-4696025.29,,33292066.41,-5585416.65,210387551.89,71301536.60
0.07,831725,null,null,5.38,0.0120,5552975.11,,183821324.68,5054708.52,1306861965.22,843570818.12
0.88,832329,null,null,3.61,0.1833,52262068.55,,119446326.17,36535556.51,408556014.29,192925311.80
0.09,832097,null,null,2.09,0.0401,2885999.91,,11338275.74,2367878.03,72087301.02,4391484.68
0.34,831376,null,null,3.82,0.1131,26264790.65,,98936099.37,30036182.77,559198725.47,261850818.08
0.24,833423,null,null,3.21,0.0708,18176764.93,,66542127.69,18122301.74,318247713.73,78978101.12
0.15,834186,null,null,4.55,0.0346,19301105.80,,62045146.57,20646500.17,1612182243.47,1013156908.43
0.36,831689,null,null,3.21,0.0857,19816480.82,,20978815.13,18510279.94,304030250.71,126863115.47
0.42,430714,null,null,4.17,0.1022,15368240.96,,46172604.44,16665667.79,230159387.45,79009070.13
-0.01,838188,null,null,3.03,0.0017,-1025715.55,,99141650.67,-4116695.82,778735993.92,411768444.04
null,831049,null,null,null,null,null,,null,null,null,null
null,832399,null,null,null,null,null,,null,null,null,null
0.08,430300,null,null,2.96,0.0157,5200461.06,,84350432.98,3648075.17,306493983.06,103734286.56
0.18,430462,null,null,3.96,0.0399,39513598.24,,265461023.33,38429487.59,1324872595.81,382285335.60
0.27,832707,null,null,4.66,0.0603,22816676.60,,111829710.36,29708842.40,1100953714.28,616981479.83
0.25,834732,null,null,3.22,0.0821,14440973.24,,45871033.76,19438627.17,525350668.60,341933064.33
0.24,837108,null,null,2.61,0.0836,15304821.49,,46377516.97,17363520.96,256764594.84,78026952.16
0.08,833292,null,null,3.49,0.0230,2561278.35,,14766170.46,2934639.73,117828999.54,9563650.25
0.44,831802,null,null,3.67,0.1397,12245727.57,,33328203.27,13575842.91,162343870.93,52169901.57
0.15,838180,null,null,1.61,0.0625,18220719.47,,48554799.63,13572391.42,484865313.80,289380493.16
null,831396,null,null,null,null,null,,39870681.43,null,404900201.01,147336565.43
0.40,837684,null,null,2.32,0.1578,16962101.08,,28389983.71,19964994.99,194151829.77,78146550.96
0.36,834898,null,null,5.44,0.0687,30712998.46,,142526552.45,41043803.12,961118578.71,499000846.61
null,835359,null,null,null,null,null,,null,null,null,null
0.29,832136,null,null,4.92,0.0593,56196179.32,,403554281.01,69602204.56,1656441020.20,687499608.10
-0.14,430215,null,null,1.40,-0.1009,-11147635.61,,17718420.05,-10791986.91,130070922.97,18052059.93
0.12,834861,null,null,3.29,0.0072,8728623.01,,32886852.63,2635293.42,502852324.27,254771264.00
0.12,833694,null,null,1.80,0.0556,26789740.51,,31175057.38,30398669.28,476617944.40,86832996.63
0.22,830999,null,null,2.31,0.0715,30330275.74,,106570233.46,32528822.86,367431851.70,49021570.05
0.02,830851,null,null,3.35,0.0134,1414756.71,,38589708.29,3188413.37,393228243.34,154733104.33
0.11,831200,null,null,4.03,0.0253,34225412.57,,233952838.18,42475365.58,1809322102.56,520468992.87
null,834955,null,null,null,null,null,,null,null,null,null
null,830912,null,null,null,null,null,,null,null,null,null
0.25,834368,null,null,6.68,0.0349,88091341.71,,539236093.90,103857673.22,3746149307.69,1322701594.95
0.54,831030,null,null,4.54,0.1331,35062365.84,,85099146.68,31647861.99,393606272.94,77040286.31
0.05,835246,null,null,1.32,0.0316,2039239.23,,1247288.12,2054405.45,93668205.96,35438963.77
0.01,835512,null,null,1.58,0.0084,383886.99,,1102443.56,383886.99,98351151.05,52600528.50
0.38,835888,null,null,2.43,0.1568,20220453.19,,51761772.37,21730189.50,414664354.31,284573498.53
-0.78,837292,null,null,2.14,-0.3184,-23455332.46,,-2016977.44,-23679843.66,104116094.81,39751012.63
0.31,430459,null,null,3.61,0.0896,33787648.22,,156959808.33,40160601.84,781581913.70,391327259.95
-0.01,831852,null,null,4.31,-0.0031,-817219.23,,84950090.63,737317.25,400568630.61,88195798.61
0.21,430489,null,null,3.73,0.0431,10285360.84,,51500653.00,12296848.98,241094962.00,57345824.08
0.21,831604,null,null,2.57,0.0698,5850252.25,,27942741.86,6120807.58,101878859.78,30849041.74
0.24,833016,null,null,2.00,0.0877,12149182.28,,34029520.96,13300904.35,131422098.37,34993022.34
null,871002,null,null,null,null,null,,null,null,null,null
0.02,830978,null,null,1.42,-0.0074,4906568.53,,76850822.13,-8896613.91,676934174.11,135920003.66
0.16,831397,null,null,2.32,0.0712,42187969.01,,183211015.65,61276404.07,1196227748.25,587750374.57
0.26,834019,null,null,3.56,0.0693,22595499.89,,169441092.05,26536629.02,636771567.97,307941271.86
0.16,835680,null,null,1.97,0.0630,8069762.46,,12498718.24,9041996.37,229147442.19,130629304.13
0.29,831036,null,null,5.59,0.0427,25413637.42,,160551017.37,29375343.86,899416318.06,410478195.10
-0.38,831084,null,null,5.02,-0.0788,-12991738.16,,-51699483.37,-16556024.23,200571111.71,28828452.00
null,835468,null,null,null,null,null,,null,null,null,null
null,430088,null,null,null,null,null,,null,null,null,null
0.09,430549,null,null,3.45,0.0188,5748002.80,,69468747.13,6725444.84,363626976.87,139805405.43
0.02,430169,null,null,2.52,0.0099,-374598.60,,36035174.37,-251.92,105708693.33,30796321.50
-0.07,870837,null,null,1.14,-0.0828,-2066886.25,,3339350.46,-3419049.44,83365132.42,49177503.66
0.21,430759,null,null,2.24,0.0928,50200596.50,,247655695.90,57205227.67,953742227.94,410995522.87
-0.05,430004,null,null,0.61,-0.0861,null,,-56647420.90,-5462323.60,117689791.51,57125292.78
0.36,430755,null,null,3.49,0.0985,8008869.23,,31218136.77,8260443.57,139311956.11,58087289.63
0.19,831114,null,null,4.19,0.0437,7777211.72,,45793761.78,9544769.04,203934105.02,29047888.81
0.02,832028,null,null,2.03,0.0058,8040554.87,,95696610.70,5477139.90,1050474942.89,297019149.61
null,832287,null,null,null,null,null,,null,null,null,null
0.02,833839,null,null,4.31,-0.0071,1136520.16,,151017675.93,-1507267.25,381651020.78,127620089.13
0.14,836460,null,null,2.00,0.0642,5487884.50,,25485251.67,5791883.28,99879616.33,20091150.50
0.02,836624,null,null,1.03,0.0096,1854681.16,,839904.64,895375.91,99342350.59,9374911.74
null,831186,null,null,null,null,null,,72924026.39,null,247987928.14,89869774.37
null,831793,null,null,null,null,null,,null,null,null,null
0.04,430377,null,null,2.38,0.0181,4950997.82,,40954142.13,6217844.79,895732076.41,558203612.29
0.01,831325,null,null,2.77,0.0005,1018811.31,,91376142.66,278290.42,328117615.61,115220622.42
0.11,831737,null,null,2.00,0.0611,11823531.81,,42320014.62,12495313.17,334040294.31,91531501.84
0.14,836014,null,null,2.50,0.0467,14888839.28,,51863654.39,16229591.10,306071365.86,41449132.05
0.07,831152,null,null,2.36,0.0281,null,,null,null,284196568.73,101097869.63
0.01,831827,null,null,5.02,-0.0014,532648.93,,81018671.84,258928.62,362480943.23,167522988.25
0.24,832219,null,null,5.17,0.0479,39340868.39,,299243152.96,47295636.63,1844628719.89,947800348.73
0.26,831533,null,null,3.57,0.0718,11010355.57,,52780013.33,12106192.78,204683707.63,55119765.78
0.12,835438,null,null,2.91,0.0507,9917191.44,,49874014.83,12890220.09,464282612.47,178640632.48
0.10,832041,null,null,2.14,0.0317,13183533.87,,55908000.20,17559333.47,315004902.95,30788071.54
null,832571,null,null,null,null,null,,null,null,null,null
0.35,831846,null,null,4.09,0.0826,9227961.57,,28929370.28,10229703.54,140212905.53,32139447.11
null,837932,null,null,null,null,null,,null,null,null,null
null,834023,null,null,null,null,null,,null,null,null,null
0.09,830944,null,null,5.28,0.0147,7368352.29,,47825399.54,9229879.73,612853428.59,205951843.78
0.11,833502,null,null,1.18,0.0014,1474074.66,,166198849.03,1177792.64,1583545331.87,126731943.38
0.05,833559,null,null,1.28,0.0341,4636872.44,,20050808.65,5134309.22,153242526.29,21573856.63
0.01,832145,null,null,1.62,0.0055,621815.06,,12231034.92,687793.47,76703988.53,3207865.59
0.16,838974,null,null,1.57,0.0997,5099773.10,,12357795.08,4160959.05,60808226.14,10818513.00
0.06,833288,null,null,1.49,0.0355,5475132.03,,27000996.94,6219501.80,282032864.74,141551244.96
0.02,835048,null,null,3.97,0.0117,1299898.48,,9316273.14,1722209.76,114150649.49,2246872.10
0.03,430430,null,null,3.64,0.0046,1670576.86,,35716077.77,1148735.58,262871797.09,61104248.24
0.21,831675,null,null,1.87,0.1205,6784594.17,,18354705.50,7316272.25,69136327.40,8561375.90
0.09,832305,null,null,2.77,0.0291,9942814.18,,21048113.47,11205573.66,402775579.31,97787427.42
0.09,835478,null,null,1.68,0.0545,2870825.79,,16160217.95,4079939.90,96778938.72,19652619.72
0.05,430375,null,null,3.08,0.0166,2727985.65,,45017413.50,2481282.82,215914282.95,13549773.77
0.01,832781,null,null,4.16,-0.0067,330767.74,,56227337.35,-124110.35,420069387.82,151689601.90
0.06,839561,null,null,1.78,0.0241,2183621.20,,14548416.64,1547966.11,163658212.27,88816365.13
0.08,831126,null,null,3.19,0.0284,1977592.33,,20604334.31,2182496.30,225810997.31,98700785.64
-0.07,832267,null,null,2.25,-0.0324,-1552078.00,,195662.32,-1466012.80,60211105.70,11784522.61
0.09,833380,null,null,2.29,0.0177,7857515.16,,13962695.62,5957386.38,164022821.48,23510425.06
0.16,833624,null,null,3.58,0.0458,34764921.53,,176164439.71,41303291.71,1136309782.11,348088946.05
0.09,831265,null,null,1.72,0.0502,31820366.35,,210720373.03,36378458.05,1424632339.37,810938355.31
0.26,831890,null,null,3.08,0.0889,65935800.10,,279525251.48,77520243.63,950393587.92,180522629.40
0.54,837449,null,null,3.72,0.1506,19217532.75,,40660100.48,17184985.18,155755649.05,22988041.22
0.10,430422,null,null,2.75,0.0346,9653027.76,,112393185.24,11672686.28,473350726.03,222584809.93
0.05,870650,null,null,1.33,0.0348,3183769.65,,-32371915.57,-1953182.58,107233705.22,22386396.55
0.04,836173,null,null,1.82,0.0169,2829681.23,,15044369.55,2344261.84,171349282.20,35100541.22
-0.19,831464,null,null,2.18,-0.0915,-7498106.13,,19768544.51,-7453134.72,97070991.31,10115713.91
0.15,833491,null,null,4.61,0.0312,16286638.72,,175940785.05,18159178.29,888224445.03,373543358.49
0.07,832850,null,null,1.26,0.0531,3614229.95,,8921222.63,3809206.23,143621538.53,79608578.80
0.28,871122,null,null,2.74,0.1086,143385399.67,,396140805.93,142860056.39,15584766417.67,14197924875.86
0.11,838539,null,null,1.39,0.0781,3074745.06,,955341.58,2986718.88,55349542.96,15573026.09
null,430632,null,null,null,null,null,,null,null,null,null
0.13,832886,null,null,1.91,0.0650,6707408.83,,26278707.16,7536962.54,130299384.45,32404945.51
0.24,833014,null,null,4.87,0.0485,76360994.08,,747191277.08,97364030.70,2937919644.79,1382702560.47
0.24,832181,null,null,2.33,0.1330,12600853.50,,34589389.76,14748991.46,351288365.05,190474511.79
0.18,838680,null,null,2.46,0.0700,8839100.35,,31948745.52,9866680.03,222760870.97,99525762.29
-0.03,835931,null,null,0.11,-0.3167,-576683.99,,-35541241.06,-612997.66,119302941.99,117159015.45
0.07,430607,null,null,1.55,0.0404,6714394.70,,24307472.08,7454771.05,246873230.23,91977833.18
null,831559,null,null,null,null,null,,null,null,null,null
0.04,430190,null,null,2.43,0.0138,726806.84,,8109240.52,798967.05,43701261.75,1062610.86
0.14,832731,null,null,2.16,0.0563,4568596.69,,20495215.13,4459215.48,93588587.71,19109125.76
0.09,832375,null,null,0.77,0.1251,4572338.01,,-13694162.22,6220139.74,293814075.77,246734232.00
0.00,833366,null,null,1.28,0.0034,591007.35,,68873189.32,1887931.85,522550199.17,184120473.49
0.24,838724,null,null,1.76,0.1065,24026777.83,,49231418.82,27854454.48,374734181.97,198768823.98
0.13,831719,null,null,1.68,0.0736,7956431.22,,26550002.35,9133631.39,140308821.13,36958598.47
0.09,834702,null,null,1.23,0.0720,4132345.59,,10061229.57,5601521.26,165769953.24,106784621.35
0.07,831012,null,null,1.80,0.0362,2899881.07,,29021186.34,3262422.13,121634791.12,43685706.48
0.25,830988,null,null,5.34,0.0432,16187261.39,,157958219.44,15985468.80,521332189.98,167012540.56
-0.17,833579,null,null,2.22,-0.0747,-12364233.29,,34287028.71,-12835496.87,292300069.88,135807183.65
0.10,835574,null,null,1.79,0.0554,16982704.98,,75099741.97,28016987.09,808163595.40,536027215.23
0.10,830775,null,null,1.77,0.0505,3160842.52,,16566950.06,3608375.70,88277803.02,28980571.96
0.01,832208,null,null,null,-0.0003,null,,null,null,null,null
0.58,830966,null,null,10.08,0.0583,30002771.98,,316920321.86,35163961.68,1586908148.61,1060121528.46
0.10,430174,null,null,3.69,0.0215,24002813.05,,207242830.38,28987399.99,1572669591.98,718123081.24
0.06,833409,null,null,2.13,0.0236,6405098.31,,23178609.75,4117604.51,360755236.47,141056087.35
0.06,430695,null,null,1.83,0.0334,2765404.62,,28199430.83,3225921.88,117741008.94,29687208.87
0.19,831039,null,null,2.52,0.0751,26342808.89,,39415064.83,33256481.26,711345491.08,356394382.73
0.16,831766,null,null,0.83,0.1151,5375181.14,,-6509712.62,5520064.83,41435931.29,17705526.59
null,430420,null,null,null,null,null,,17471404.14,null,183007679.35,76116662.45
0.13,430680,null,null,3.47,0.0373,15740763.80,,144027029.89,22494551.07,1282964499.69,875477634.32
-0.03,430015,null,null,0.24,-0.1191,-1819946.14,,-47602376.05,-1820586.38,21252600.47,8494878.79
0.10,430653,null,null,2.40,0.0016,5352461.62,,60746962.04,-747659.22,174014698.51,38454836.77
0.15,832354,null,null,2.92,0.0479,7895788.74,,49221708.49,10628349.40,411197851.75,253410746.14
-0.15,833581,null,null,0.95,-0.1252,-91327407.37,,-210702076.19,-80688861.61,1140873383.20,544893304.96
-0.22,834029,null,null,0.50,-0.3720,-8059091.26,,-19533402.01,-8606910.54,58601295.13,40778749.99
